date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:56:13	638168/638168	UR-M--	200	added ('Partial%20Content')	image/png	date:Thu,%2029%20Oct%202020%2021:01:38%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2020/10/Untitled-design-2020-10-29T215732.900.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2020/10/Untitled-design-2020-10-29T215732.900.png	(from https://segunadeyomoye.com/shedvian/page/2/)
23:56:28	2591/2591	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:56:24%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian-4%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed5748	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-4/)
23:56:41	46944/46944	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2015:21:50%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161635.814-150x150.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161635.814-150x150.png	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-4/)
23:56:47	2485/2485	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Jan%202021%2022:56:46%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fcelebration%2F	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed4e6e.json	(from https://segunadeyomoye.com/shedvian/gallery/celebration/)
23:56:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:56:48%20GMT	https://segunadeyomoye.com/shedvian/?p=52	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/index4579.html	(from https://segunadeyomoye.com/shedvian/gallery/celebration/)
23:56:56	2593/2593	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:56:55%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fcelebration%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embedf4dc	(from https://segunadeyomoye.com/shedvian/gallery/celebration/)
23:57:02	32938/32938	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2015:21:55%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161812.564-150x150.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161812.564-150x150.png	(from https://segunadeyomoye.com/shedvian/gallery/celebration/)
23:57:07	2485/2485	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Jan%202021%2022:57:05%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fphotography%2F	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed479b.json	(from https://segunadeyomoye.com/shedvian/gallery/photography/)
23:57:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:57:11%20GMT	https://segunadeyomoye.com/shedvian/?p=61	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/index094d.html	(from https://segunadeyomoye.com/shedvian/gallery/photography/)
23:57:12	2593/2593	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:57:12%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fphotography%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed2d99	(from https://segunadeyomoye.com/shedvian/gallery/photography/)
23:57:14	8467/8467	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Nov%202020%2020:49:17%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161812.564-68x68.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161812.564-68x68.png	(from https://segunadeyomoye.com/shedvian/gallery/photography/)
23:57:16	29372/29372	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2015:21:58%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161845.759-150x150.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161845.759-150x150.png	(from https://segunadeyomoye.com/shedvian/gallery/photography/)
23:57:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:57:17%20GMT	https://segunadeyomoye.com/shedvian/page/1/	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/page/1/index.html	(from https://segunadeyomoye.com/shedvian/page/2/)
23:57:23	2483/2483	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Jan%202021%2022:57:22%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian-3%2F	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed7433.json	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-3/)
23:57:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:57:23%20GMT	https://segunadeyomoye.com/shedvian/?p=46	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/index7ea6.html	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-3/)
23:57:30	2591/2591	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:57:29%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian-3%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embeda54d	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-3/)
23:57:40	43912/43912	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2015:21:44%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161315.285-150x150.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T161315.285-150x150.png	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-3/)
23:57:48	2483/2483	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Jan%202021%2022:57:46%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian-2%2F	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embedfba5.json	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-2/)
23:57:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:57:46%20GMT	https://segunadeyomoye.com/shedvian/?p=1340	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/indexe5f6.html	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-2/)
23:57:54	2591/2591	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:57:54%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian-2%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embede944	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-2/)
23:58:11	41540/41540	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2015:44:05%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T163908.946-150x150.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T163908.946-150x150.png	(from https://segunadeyomoye.com/shedvian/gallery/shedvian-2/)
23:58:19	2479/2479	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Jan%202021%2022:58:17%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian%2F	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed23e9.json	(from https://segunadeyomoye.com/shedvian/gallery/shedvian/)
23:58:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:58:17%20GMT	https://segunadeyomoye.com/shedvian/?p=1338	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/indexc547.html	(from https://segunadeyomoye.com/shedvian/gallery/shedvian/)
23:58:30	2587/2587	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:58:29%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fshedvian%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed5551	(from https://segunadeyomoye.com/shedvian/gallery/shedvian/)
23:58:40	32878/32878	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2015:44:09%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T163931.128-150x150.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/02/Untitled-design-2020-10-29T163931.128-150x150.png	(from https://segunadeyomoye.com/shedvian/gallery/shedvian/)
23:58:44	2483/2483	---MC-	200	added ('OK')	application/json	date:Sat,%2023%20Jan%202021%2022:58:43%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fengagement%2F	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embede0cb.json	(from https://segunadeyomoye.com/shedvian/gallery/engagement/)
23:58:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jan%202021%2022:58:43%20GMT	https://segunadeyomoye.com/shedvian/?p=985	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/indexdbf6.html	(from https://segunadeyomoye.com/shedvian/gallery/engagement/)
23:58:47	2591/2591	---MC-	200	added ('OK')	text/xml	date:Sat,%2023%20Jan%202021%2022:58:46%20GMT	https://segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsegunadeyomoye.com%2Fshedvian%2Fgallery%2Fengagement%2F&format=xml	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-json/oembed/1.0/embedfdf4	(from https://segunadeyomoye.com/shedvian/gallery/engagement/)
23:58:52	1372/1372	---M--	200	added ('OK')	image/gif	date:Sat,%2005%20Oct%202019%2018:51:00%20GMT	https://segunadeyomoye.com/shedvian/wp-admin/images/loading.gif	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-admin/images/loading.gif	(from https://segunadeyomoye.com/shedvian/wp-admin/css/forms.min.css?ver=5.5.3)
23:58:53	3113/3113	---M--	200	added ('OK')	image/png	date:Thu,%2021%20May%202020%2013:40:12%20GMT	https://segunadeyomoye.com/shedvian/wp-admin/images/w-logo-blue.png?ver=20131202	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-admin/images/w-logo-blue7a53.png	(from https://segunadeyomoye.com/shedvian/wp-admin/css/login.min.css?ver=5.5.3)
23:58:56	1521/1521	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Apr%202015%2001:50:28%20GMT	https://segunadeyomoye.com/shedvian/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-admin/images/wordpress-logo7d6b.svg	(from https://segunadeyomoye.com/shedvian/wp-admin/css/login.min.css?ver=5.5.3)
23:58:59	7988/7988	---MC-	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2022:58:58%20GMT	https://segunadeyomoye.com/shedvian/wp-login.php	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-login.html	(from https://segunadeyomoye.com/shedvian/wp-login.php?action=lostpassword)
